HUNDRED,ON,FROM,TO,COUNCIL,CONDI- TION_IN- DEX,POTHOLES,DITCHES,PAVING PROGRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,FRANKFORD AVE,E CLEARFIELD ST,E CLEMENTINE ST,1,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,FRANKFORD AVE,E ELKHART ST,E CLEARFIELD ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,FRANKFORD AVE,E ANN ST,E ELKHART ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,FRANKFORD AVE,E STELLA ST,E ANN ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,FRANKFORD AVE,E STELLA ST,E STELLA ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,FRANKFORD AVE,BELLMORE ST,E STELLA ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,FRANKFORD AVE,E ORLEANS ST,BELLMORE ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,FRANKFORD AVE,E ORLEANS ST,E ORLEANS ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,FRANKFORD AVE,E BIRCH ST,E ORLEANS ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,FRANKFORD AVE,E MONMOUTH ST,E BIRCH ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,FRANKFORD AVE,E CAMBRIA ST,E MONMOUTH ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,FRANKFORD AVE,E WILLIAM ST,E CAMBRIA ST,1,100,0,4,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,FRANKFORD AVE,E AUBURN ST,E WILLIAM ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,FRANKFORD AVE,HART LN,E AUBURN ST,1,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,FRANKFORD AVE,E RUSH ST,HART LN,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,FRANKFORD AVE,E SOMERSET ST,E RUSH ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,FRANKFORD AVE,E SILVER ST,E SOMERSET ST,1,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,FRANKFORD AVE,E STERNER ST,E SILVER ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,FRANKFORD AVE,E TUSCULUM ST,E STERNER ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,FRANKFORD AVE,E LEHIGH AVE,E TUSCULUM ST,1,100,4,5,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,FRANKFORD AVE,E HUNTINGDON ST,E LEHIGH AVE,1,100,6,2,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,FRANKFORD AVE,AMBER ST,E HUNTINGDON ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,FRANKFORD AVE,E SERGEANT ST,AMBER ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,FRANKFORD AVE,E CUMBERLAND ST,E SERGEANT ST,1,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,FRANKFORD AVE,E LETTERLY ST,E CUMBERLAND ST,1,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,FRANKFORD AVE,E HAGERT ST,E LETTERLY ST,1,100,3,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,FRANKFORD AVE,TRENTON AVE,E HAGERT ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,FRANKFORD AVE,E SUSQUEHANNA AVE,E DAUPHIN ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,FRANKFORD AVE,E NORRIS ST,E SUSQUEHANNA AVE,1,100,3,3,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,FRANKFORD AVE,E BERKS ST,E NORRIS ST,5,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,FRANKFORD AVE,E MONTGOMERY AVE,E BERKS ST,5,100,1,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,FRANKFORD AVE,E EYRE ST,E MONTGOMERY AVE,5,100,2,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,FRANKFORD AVE,W PALMER ST,E EYRE ST,5,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,FRANKFORD AVE,E PALMER ST,W PALMER ST,5,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,FRANKFORD AVE,E COLUMBIA AVE,E PALMER ST,5,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,FRANKFORD AVE,E COLUMBIA AVE,E COLUMBIA AVE,5,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,FRANKFORD AVE,E OXFORD ST,E COLUMBIA AVE,5,100,0,6,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,FRANKFORD AVE,MARLBOROUGH ST,E OXFORD ST,5,100,2,12,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,FRANKFORD AVE,JEFFERSON ST,MARLBOROUGH ST,5,100,1,7,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,FRANKFORD AVE,BELGRADE ST,JEFFERSON ST,5,100,0,6,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,FRANKFORD AVE,MASTER ST,BELGRADE ST,5,100,1,2,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,FRANKFORD AVE,MERCER ST,MASTER ST,5,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,FRANKFORD AVE,E ELKHART ST,E ELKHART ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,FRANKFORD AVE,E DAUPHIN ST,E ARIZONA ST,1,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,FRANKFORD AVE,E ARIZONA ST,TRENTON AVE,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,FRANKFORD AVE,ADAMS AVE,WOMRATH ST,7,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,FRANKFORD AVE,WORRELL ST,ADAMS AVE,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,FRANKFORD AVE,WORRELL ST,WORRELL ST,7,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,FRANKFORD AVE,TORRESDALE AVE,WORRELL ST,7,94,4,3,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,FRANKFORD AVE,E HUNTING PARK AVE,TORRESDALE AVE,7,100,1,5,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,FRANKFORD AVE,VICI ST,E HUNTING PARK AVE,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,FRANKFORD AVE,E PIKE ST,VICI ST,1,100,1,2,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,FRANKFORD AVE,BUCKIUS ST,E PIKE ST,1,100,1,5,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,FRANKFORD AVE,VALETTA ST,BUCKIUS ST,1,100,0,2,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,FRANKFORD AVE,E SEDGLEY AVE,VALETTA ST,1,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,FRANKFORD AVE,E BUTLER ST,E SEDGLEY AVE,1,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,FRANKFORD AVE,E GLENWOOD AVE,E BUTLER ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,FRANKFORD AVE,CASTOR AVE,E GLENWOOD AVE,1,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,FRANKFORD AVE,ALBRIGHT ST,CASTOR AVE,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,FRANKFORD AVE,PICKWICK ST,ALBRIGHT ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,FRANKFORD AVE,E PACIFIC ST,PICKWICK ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,FRANKFORD AVE,E VICTORIA ST,E PACIFIC ST,1,100,0,5,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,FRANKFORD AVE,E VENANGO ST,E VICTORIA ST,1,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,FRANKFORD AVE,KINGSTON ST,E VENANGO ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,FRANKFORD AVE,E ATLANTIC ST,KINGSTON ST,1,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,FRANKFORD AVE,CLARENCE ST,E ATLANTIC ST,1,100,0,3,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,FRANKFORD AVE,E TIOGA ST,CLARENCE ST,1,100,0,3,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,FRANKFORD AVE,E SCHILLER ST,E TIOGA ST,1,100,0,12,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,FRANKFORD AVE,E ONTARIO ST,E SCHILLER ST,1,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,FRANKFORD AVE,HARRISON ST,ALLENGROVE ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,FRANKFORD AVE,FILLMORE ST,HARRISON ST,7,100,1,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,FRANKFORD AVE,FOULKROD ST,FILLMORE ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,FRANKFORD AVE,ARROTT ST,FOULKROD ST,7,100,1,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,FRANKFORD AVE,PAUL ST,ARROTT ST,7,100,0,5,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,FRANKFORD AVE,MEADOW ST,PAUL ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,FRANKFORD AVE,ORTHODOX ST,OVERINGTON ST,7,100,1,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,FRANKFORD AVE,SELLERS ST,GILLINGHAM ST,7,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,FRANKFORD AVE,GILLINGHAM ST,ORTHODOX ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,FRANKFORD AVE,OVERINGTON ST,MEADOW ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,FRANKFORD AVE,CHURCH ST,UNITY ST,7,100,1,12,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,FRANKFORD AVE,RUAN ST,CHURCH ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,FRANKFORD AVE,UNITY ST,UNITY ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,FRANKFORD AVE,UNITY ST,SELLERS ST,7,100,4,8,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,FRANKFORD AVE,KENSINGTON AVE,RUAN ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,FRANKFORD AVE,RUAN ST,RUAN ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,FRANKFORD AVE,WOMRATH ST,WOMRATH ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,FRANKFORD AVE,WOMRATH ST,KENSINGTON AVE,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,FRANKFORD AVE,BRIDGE ST,BRILL ST,7,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,FRANKFORD AVE,HAWTHORNE ST,ROBBINS ST,6,87,0,7,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,FRANKFORD AVE,DEVEREAUX AVE,HAWTHORNE ST,6,100,1,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6100,FRANKFORD AVE,BATTERSBY ST,HARBISON AVE,6,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6100,FRANKFORD AVE,BENNER ST,BATTERSBY ST,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,FRANKFORD AVE,COMLY ST,BENNER ST,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,FRANKFORD AVE,BRILL ST,E CHELTENHAM AVE,7,100,2,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,FRANKFORD AVE,GRANITE ST,BUSTLETON AVE,7,100,0,1,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,FRANKFORD AVE,PRATT ST,GRANITE ST,7,100,0,2,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,FRANKFORD AVE,DYRE ST,PRATT ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,FRANKFORD AVE,HAWORTH ST,DYRE ST,7,100,0,5,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,FRANKFORD AVE,WAKELING ST,HAWORTH ST,7,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,FRANKFORD AVE,ALLENGROVE ST,WAKELING ST,7,100,0,2,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,FRANKFORD AVE,E CHELTENHAM AVE,COMLY ST,6,100,0,0,PennDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,G ST,E COURTLAND ST,E WYOMING AVE,7,44,7,3,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,G ST,E RAYMOND ST,E COURTLAND ST,7,44,1,2,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,G ST,E ANNSBURY ST,E RAYMOND ST,7,44,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,G ST,RAMONA AVE,E ANNSBURY ST,7,44,3,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,G ST,E CAYUGA ST,RAMONA AVE,7,44,11,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,G ST,E BRISTOL ST,E CAYUGA ST,7,44,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,G ST,E HUNTING PARK AVE,E BRISTOL ST,7,44,4,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,GARDNER ST,RENNARD ST,GREINER RD,10,100,2,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,GARLAND ST,BINGHAM ST,F ST,9,100,18,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9800,GARVEY DR,CARTERET DR,LACKLAND DR,6,78,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,GERHARD ST,JANNETTE ST,HENRY AVE,4,78,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,GERHARD ST,HOUGHTON ST,JANNETTE ST,4,78,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,GLENVIEW ST,OXFORD AVE,MONTOUR ST,9,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,GLENVIEW ST,MONTOUR ST,WHITAKER AVE,9,100,5,6,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,GOOD ST,GERMANTOWN AVE,BERDAN ST,8,100,6,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,GORGAS LN,LAWNTON ST,DEAD END NORTH,4,100,4,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,GORGAS LN,RIDGE AVE,LAWNTON ST,4,100,15,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,GRAYS FERRY AVE,SOUTH ST,S 23RD ST,2,100,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,GRAYS FERRY AVE,S 24TH ST,PEMBERTON ST,2,77,3,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,GRAYS FERRY AVE,PEMBERTON ST,FITZWATER ST,2,67,3,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,GRAYS FERRY AVE,FITZWATER ST,CLYMER ST,2,89,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,GRAYS FERRY AVE,CATHARINE ST,ACADEMY CIR,2,93,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,GRAYS FERRY AVE,ACADEMY CIR,S 25TH ST,2,93,5,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,GRAYS FERRY AVE,S 25TH ST,MONTROSE ST,2,77,6,2,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,GRAYS FERRY AVE,MONTROSE ST,CARPENTER ST,2,89,0,2,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,GRAYS FERRY AVE,CARPENTER ST,KIMBALL ST,2,93,1,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,GRAYS FERRY AVE,WASHINGTON AVE,PELTZ ST,2,73,6,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,GRAYS FERRY AVE,PELTZ ST,S 27TH ST,2,59,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,GRAYS FERRY AVE,ELLSWORTH ST,ELLSWORTH ST,2,51,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,GRAYS FERRY AVE,ELLSWORTH ST,ANNIN ST,2,72,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,GRAYS FERRY AVE,ANNIN ST,FEDERAL ST,2,87,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,GRAYS FERRY AVE,FEDERAL ST,S 29TH ST,2,87,4,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,GRAYS FERRY AVE,S PATTON ST,S 32ND ST,2,87,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,GRAYS FERRY AVE,S 29TH ST,S 30TH ST,2,72,4,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,GRAYS FERRY AVE,S 30TH ST,S STANLEY ST,2,93,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,GRAYS FERRY AVE,S NAPA ST,S PATTON ST,2,87,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,GRAYS FERRY AVE,S STANLEY ST,S 31ST ST,2,93,0,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,GRAYS FERRY AVE,S 31ST ST,S NAPA ST,2,87,4,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,GRAYS FERRY AVE,S 23RD ST,KATER ST,2,100,3,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,GRAYS FERRY AVE,BAINBRIDGE ST,S 24TH ST,2,100,0,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,GRAYS FERRY AVE,S 24TH ST,CATHARINE ST,2,77,2,3,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,GRAYS FERRY AVE,S 33RD ST,S 34TH ST,2,88,2,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,GRAYS FERRY AVE,S 32ND ST,S 33RD ST,2,80,1,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,GRAYS FERRY AVE,S 27TH ST,ELLSWORTH ST,2,87,9,2,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,GRAYS FERRY AVE,KATER ST,S 23RD ST,2,100,2,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,GRAYS FERRY AVE,S 23RD ST,BAINBRIDGE ST,2,100,0,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,GRAYS FERRY AVE,KIMBALL ST,GRADUATE SQ,2,87,2,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,GRAYS FERRY AVE,GRADUATE SQ,WASHINGTON AVE,2,87,4,2,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,GREENWICH ST,S FRONT ST,S 2ND ST,1,100,0,7,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,GREINER PL,GREINER RD,CUL DE SAC WEST,10,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,GREINER RD,LARKSPUR ST,RENNARD ST,10,100,1,5,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,GREINER RD,GREINER PL,LARKSPUR ST,10,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,GREINER RD,GARDNER ST,GREINER PL,10,100,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,GREINER RD,TOMLINSON RD,GARDNER ST,10,100,1,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,GROVE ST,GRAYS FERRY AVE,WHARTON ST,2,100,7,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,GUILFORD PL,JEFFERSON ST,DEAD END NORTH,5,100,0,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,HADFIELD ST,S 53RD ST,S 54TH ST,3,100,2,3,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9800,HALDEMAN AVE,BUSTLETON AVE,CLARK ST,10,89,11,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9800,HALDEMAN AVE,BUSTLETON AVE,CLARK ST,10,89,11,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9800,HALDEMAN AVE,CLARK ST,CONWELL AVE,10,89,3,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9800,HALDEMAN AVE,CLARK ST,CONWELL AVE,10,89,3,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,HALDEMAN AVE,CONWELL AVE,REILLY RD,10,89,6,0,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,HALDEMAN AVE,CONWELL AVE,REILLY RD,10,89,6,0,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,HALDEMAN AVE,REILLY RD,MONTOUR ST,10,86,9,2,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,HALDEMAN AVE,REILLY RD,MONTOUR ST,10,86,9,2,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,HALDEMAN AVE,MONTOUR ST,RED LION RD,10,89,3,1,FAM Paving & Ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900,HALDEMAN AVE,MONTOUR ST,RED LION RD,10,89,3,1,City Force Paving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
